0.98966	0.01034	0.11842	0.05982
0.98806	0.01194	0.08414	0.04153
0.99245	0.00755	0.08254	0.05319
0.98858	0.01142	0.07922	0.03896
0.98833	0.01167	0.08319	0.06153
0.99205	0.00795	0.12308	0.04122
0.98982	0.01018	0.10363	0.05696
0.98832	0.01168	0.11897	0.05041
0.99234	0.00766	0.09000	0.05543
0.99065	0.00935	0.08538	0.05417
0.99100	0.00900	0.08062	0.04753
0.98891	0.01109	0.09442	0.05365
0.99148	0.00852	0.10167	0.05828
0.98916	0.01084	0.11716	0.05838
0.99200	0.00800	0.11323	0.04110
0.99236	0.00764	0.09833	0.04491
0.99214	0.00786	0.11058	0.06241
0.99093	0.00907	0.12334	0.06101
0.98895	0.01105	0.11541	0.06165
0.99089	0.00911	0.10412	0.04661
0.98814	0.01186	0.10385	0.05747
0.98860	0.01140	0.09116	0.05316
0.99016	0.00984	0.11966	0.03856
0.98787	0.01213	0.12193	0.04212
0.98898	0.01102	0.09677	0.04276
0.98782	0.01218	0.10958	0.05328
0.99178	0.00822	0.10178	0.04874
0.99222	0.00778	0.12160	0.04612
0.98825	0.01175	0.11281	0.05499
0.99061	0.00939	0.12088	0.03751
0.99113	0.00887	0.11506	0.05503
0.99103	0.00897	0.08467	0.04910
0.99164	0.00836	0.12283	0.05023
0.98941	0.01059	0.09674	0.03827
0.98926	0.01074	0.08058	0.04732
0.98910	0.01090	0.07847	0.03778
0.99245	0.00755	0.09196	0.04487
0.99199	0.00801	0.10940	0.04640
0.99248	0.00752	0.08755	0.06141
0.98948	0.01052	0.11345	0.04791
0.99219	0.00781	0.11602	0.05558
0.99240	0.00760	0.11183	0.06246
0.99077	0.00923	0.09219	0.05268
0.99177	0.00823	0.12493	0.04250
0.98848	0.01152	0.10792	0.04370
0.99150	0.00850	0.07771	0.05496
0.99007	0.00993	0.08830	0.04954
0.99228	0.00772	0.08436	0.05828
0.99073	0.00927	0.11455	0.04010
0.98780	0.01220	0.09276	0.06145
0.99000	0.01000	0.10639	0.04228
0.99227	0.00773	0.07913	0.05306
0.99107	0.00893	0.10740	0.06046
0.98835	0.01165	0.08257	0.04612
0.98947	0.01053	0.09959	0.06095
0.99059	0.00941	0.09941	0.05909
0.99010	0.00990	0.10328	0.03914
0.99166	0.00834	0.10314	0.06054
0.99017	0.00983	0.12131	0.06169
0.98956	0.01044	0.08566	0.04862
0.98912	0.01088	0.08652	0.05065
0.98874	0.01126	0.08932	0.04423
0.98852	0.01148	0.11537	0.04848
0.99182	0.00818	0.08171	0.06100
0.99219	0.00781	0.10715	0.03992
0.99129	0.00871	0.09268	0.05134
0.99115	0.00885	0.11314	0.05985
0.99160	0.00840	0.12301	0.04711
0.98875	0.01125	0.09130	0.03848
0.99090	0.00910	0.08731	0.04517
0.98870	0.01130	0.12408	0.04038
0.99060	0.00940	0.08433	0.05950
0.99244	0.00756	0.10571	0.04460
0.99240	0.00760	0.10077	0.05177
0.99205	0.00795	0.11488	0.05703
0.98867	0.01133	0.07727	0.04127
0.99087	0.00913	0.11719	0.04461
0.98814	0.01186	0.08282	0.05807
0.99100	0.00900	0.12334	0.05422
0.99112	0.00888	0.10093	0.06174
0.98868	0.01132	0.11260	0.04073
0.99112	0.00888	0.07970	0.05548
0.98937	0.01063	0.08449	0.05100
0.99227	0.00773	0.12121	0.03774
0.98827	0.01173	0.08677	0.04891
0.98907	0.01093	0.12476	0.03901
0.99158	0.00842	0.08988	0.05177
0.98940	0.01060	0.08152	0.05430
0.98967	0.01033	0.08587	0.04322
0.98806	0.01194	0.12402	0.06058
0.99164	0.00836	0.11602	0.05709
0.99137	0.00863	0.09527	0.04336
0.98861	0.01139	0.08537	0.05427
0.99115	0.00885	0.10782	0.04346
0.99212	0.00788	0.10877	0.05846
0.99039	0.00961	0.08045	0.05123
0.98897	0.01103	0.11436	0.04856
0.99222	0.00778	0.09210	0.06231
0.98955	0.01045	0.12442	0.06007
0.99046	0.00954	0.10215	0.03969
